Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2020-11-12,MSFT,137.19,139.98,134.56,137.67,137.67,63111674
2020-11-13,MSFT,137.64,137.75,135.49,137.05,137.05,46126380
2020-11-14,MSFT,134.99,135.14,133.74,134.04,134.04,62347519
2020-11-15,MSFT,131.66,132.44,131.1,131.27,131.27,50722789
2020-11-16,MSFT,126.84,129.05,125.71,127.33,127.33,49373604
2020-11-17,MSFT,127.76,129.69,127.51,127.95,127.95,52318420
2020-11-18,MSFT,130.38,132.92,128.38,130.88,130.88,66296421
2020-11-19,MSFT,129.75,132.36,129.16,129.91,129.91,39601934
2020-11-20,MSFT,128.24,129.56,127.98,128.33,128.33,53076766
2020-11-21,MSFT,124.97,127.78,124.05,125.52,125.52,66562082
2020-11-22,MSFT,124.91,126.25,123.32,124.91,124.91,48891874
2020-11-23,MSFT,123.9,124.36,122.8,123.94,123.94,50042298
2020-11-24,MSFT,126.5,126.98,125.08,125.47,125.47,34810891
2020-11-25,MSFT,119.1,119.21,118.26,118.87,118.87,52435302
2020-11-26,MSFT,119.4,119.5,117.84,118.73,118.73,59901662
2020-11-27,MSFT,118.52,119.09,117.44,118.21,118.21,50841682
2020-11-28,MSFT,118.53,118.84,116.07,118.24,118.24,45672261
2020-11-29,MSFT,119.94,120.41,118.76,120.12,120.12,42880267
2020-11-30,MSFT,116.32,116.98,115.19,116.41,116.41,48246215
2020-12-01,MSFT,117.55,117.92,115.42,117.56,117.56,46571211
2020-12-02,MSFT,117.91,119.21,117.22,118.21,118.21,45212414
2020-12-03,MSFT,120.46,121.32,118.56,119.06,119.06,49368769
2020-12-04,MSFT,120.16,121.7,117.09,120.0,120.0,26130701
2020-12-05,MSFT,119.47,121.34,115.24,118.81,118.81,55711794
2020-12-06,MSFT,118.74,120.57,117.59,119.39,119.39,51105353
2020-12-07,MSFT,118.19,121.56,116.89,117.9,117.9,38739460
2020-12-08,MSFT,116.98,118.23,114.8,117.29,117.29,50454914
2020-12-09,MSFT,119.7,120.28,118.22,118.6,118.6,31961372
2020-12-10,MSFT,113.41,113.41,111.6,112.93,112.93,36265971
2020-12-11,MSFT,115.17,115.65,113.79,114.1,114.1,50085560
2020-12-12,MSFT,111.27,111.95,109.96,110.52,110.52,34369656
2020-12-13,MSFT,108.68,109.06,106.34,107.91,107.91,49217693
2020-12-14,MSFT,104.4,105.01,103.21,103.94,103.94,50252108
2020-12-15,MSFT,100.81,103.02,100.23,100.73,100.73,49424822
2020-12-16,MSFT,103.0,103.22,101.77,102.89,102.89,52338480
2020-12-17,MSFT,104.59,106.52,104.49,105.02,105.02,41122304
2020-12-18,MSFT,106.97,107.93,106.65,107.12,107.12,49401738
2020-12-19,MSFT,108.34,110.5,106.96,108.18,108.18,59294099
2020-12-20,MSFT,107.61,109.36,106.45,107.89,107.89,29782013
2020-12-21,MSFT,107.35,108.71,107.28,107.67,107.67,53639706
2020-12-22,MSFT,111.33,113.48,110.25,112.18,112.18,42209072
2020-12-23,MSFT,112.38,112.85,110.68,112.64,112.64,56056062
2020-12-24,MSFT,113.54,115.47,113.3,113.78,113.78,62066081
2020-12-25,MSFT,109.73,110.45,108.65,110.31,110.31,42074765
2020-12-26,MSFT,108.63,110.44,107.86,109.37,109.37,36926302
2020-12-27,MSFT,105.54,106.65,105.34,105.88,105.88,45354189
2020-12-28,MSFT,105.05,106.5,104.64,105.97,105.97,45906915
2020-12-29,MSFT,107.49,109.32,107.33,108.1,108.1,46634474
2020-12-30,MSFT,108.0,109.38,106.84,108.06,108.06,42374807
2020-12-31,MSFT,109.97,111.29,108.1,110.3,110.3,45982049
2021-01-01,MSFT,111.16,112.65,110.94,111.8,111.8,54730382
2021-01-02,MSFT,109.44,110.92,107.18,110.36,110.36,46826495
2021-01-03,MSFT,112.55,114.74,111.28,112.44,112.44,43461016
2021-01-04,MSFT,112.47,114.28,111.41,112.5,112.5,44392390
2021-01-05,MSFT,107.94,108.21,106.11,107.92,107.92,54042128
2021-01-06,MSFT,109.59,109.94,108.81,109.46,109.46,56802203
2021-01-07,MSFT,109.68,110.44,108.37,110.14,110.14,44033709
2021-01-08,MSFT,114.45,114.79,113.69,114.76,114.76,52232708
2021-01-09,MSFT,110.46,111.97,110.31,110.76,110.76,59944473
2021-01-10,MSFT,110.86,114.48,110.53,112.19,112.19,42235008
2021-01-11,MSFT,112.64,113.39,112.32,112.54,112.54,43925277
2021-01-12,MSFT,111.25,113.23,111.09,111.63,111.63,55852994
2021-01-13,MSFT,113.24,113.61,112.18,112.78,112.78,58396638
2021-01-14,MSFT,109.22,110.78,108.04,109.72,109.72,59427885
2021-01-15,MSFT,111.38,112.36,110.4,110.79,110.79,48748255
2021-01-16,MSFT,112.6,113.1,111.99,112.66,112.66,58761691
2021-01-17,MSFT,111.12,112.34,108.35,111.16,111.16,52004596
2021-01-18,MSFT,112.66,114.86,112.12,112.51,112.51,27816522
2021-01-19,MSFT,114.97,117.05,113.88,115.59,115.59,40994096
2021-01-20,MSFT,113.17,114.13,112.86,112.98,112.98,45171724
2021-01-21,MSFT,107.74,109.2,107.13,108.95,108.95,44469101
2021-01-22,MSFT,111.12,111.42,110.09,110.47,110.47,55001430
2021-01-23,MSFT,107.59,108.18,106.74,107.47,107.47,30632472
2021-01-24,MSFT,105.37,105.94,104.86,105.83,105.83,64967104
2021-01-25,MSFT,104.52,105.99,104.21,104.79,104.79,62676515
2021-01-26,MSFT,104.78,106.8,103.15,105.39,105.39,56620518
2021-01-27,MSFT,108.89,109.81,106.64,107.9,107.9,44199836
2021-01-28,MSFT,105.85,106.29,105.29,105.4,105.4,53873714
2021-01-29,MSFT,106.76,108.14,105.5,106.08,106.08,58458028
2021-01-30,MSFT,106.93,107.98,105.43,107.17,107.17,60538915
2021-01-31,MSFT,104.76,105.65,104.03,104.61,104.61,49660747
2021-02-01,MSFT,101.49,102.07,100.38,101.28,101.28,50013256
2021-02-02,MSFT,101.59,102.68,101.12,102.08,102.08,58567024
2021-02-03,MSFT,105.08,106.64,102.8,105.5,105.5,38058105
2021-02-04,MSFT,102.78,105.12,102.35,103.48,103.48,47859323
2021-02-05,MSFT,104.62,104.9,103.58,104.26,104.26,49304677
2021-02-06,MSFT,102.33,102.93,100.84,101.79,101.79,48220821
2021-02-07,MSFT,99.72,100.27,99.37,99.93,99.93,41021699
2021-02-08,MSFT,99.49,99.98,96.9,98.95,98.95,61801281
2021-02-09,MSFT,100.52,101.99,100.46,101.22,101.22,44490181
2021-02-10,MSFT,102.04,102.55,100.67,101.56,101.56,57424589
2021-02-11,MSFT,100.37,100.68,100.04,100.26,100.26,57662429
2021-02-12,MSFT,99.13,100.94,97.59,98.18,98.18,53702118
2021-02-13,MSFT,99.28,99.38,98.87,99.33,99.33,47689305
2021-02-14,MSFT,102.52,103.42,101.11,102.09,102.09,49206115
2021-02-15,MSFT,100.97,101.85,100.43,101.48,101.48,56554038
2021-02-16,MSFT,100.16,101.06,99.09,99.31,99.31,57918593
2021-02-17,MSFT,98.59,99.8,96.75,98.17,98.17,50141492
2021-02-18,MSFT,96.86,97.79,96.29,97.0,97.0,42506423
2021-02-19,MSFT,96.01,98.33,95.46,96.57,96.57,58316167
2021-02-20,MSFT,96.5,96.98,95.74,96.98,96.98,48117386
2021-02-21,MSFT,99.8,100.72,98.84,99.29,99.29,39201575
2021-02-22,MSFT,98.17,98.71,95.94,98.07,98.07,49918867
2021-02-23,MSFT,98.25,99.65,97.83,98.38,98.38,63101919
2021-02-24,MSFT,98.42,100.03,96.67,97.96,97.96,39078584
2021-02-25,MSFT,97.29,97.94,96.63,97.46,97.46,41611073
2021-02-26,MSFT,96.61,99.0,96.11,97.59,97.59,50558639
2021-02-27,MSFT,97.55,100.31,96.97,96.99,96.99,48941812
2021-02-28,MSFT,96.94,97.8,95.37,96.11,96.11,53562527
2021-03-01,MSFT,98.21,99.26,97.13,98.53,98.53,54253213
2021-03-02,MSFT,95.23,95.86,94.43,95.49,95.49,43207693
2021-03-03,MSFT,90.16,91.26,88.11,89.92,89.92,21676740
2021-03-04,MSFT,91.45,91.65,90.12,91.39,91.39,56373246
2021-03-05,MSFT,93.69,94.38,92.17,94.34,94.34,47706176
2021-03-06,MSFT,94.17,94.21,93.29,93.87,93.87,57034401
2021-03-07,MSFT,97.76,98.84,97.52,97.92,97.92,41977199
2021-03-08,MSFT,100.68,101.39,100.2,100.82,100.82,57184174
2021-03-09,MSFT,100.18,102.18,99.32,100.5,100.5,50355660
2021-03-10,MSFT,100.98,102.3,99.92,101.81,101.81,58227827
2021-03-11,MSFT,100.2,101.31,98.99,99.85,99.85,52513166
2021-03-12,MSFT,99.11,100.85,98.41,99.39,99.39,39629339
2021-03-13,MSFT,100.31,101.67,98.87,100.72,100.72,45170901
2021-03-14,MSFT,100.67,101.63,100.02,100.55,100.55,48091277
2021-03-15,MSFT,100.41,101.68,100.02,100.15,100.15,45308691
2021-03-16,MSFT,97.45,98.82,96.89,98.16,98.16,55773635
2021-03-17,MSFT,98.6,99.07,96.97,97.91,97.91,49612571
2021-03-18,MSFT,97.0,97.4,96.37,96.72,96.72,50812784
2021-03-19,MSFT,97.8,98.96,95.95,96.64,96.64,51117991
2021-03-20,MSFT,98.85,98.87,98.29,98.59,98.59,49190826
2021-03-21,MSFT,92.44,92.89,90.87,92.34,92.34,50193440
2021-03-22,MSFT,90.12,91.09,89.69,90.14,90.14,52909473
2021-03-23,MSFT,91.51,91.9,90.26,91.87,91.87,57014947
2021-03-24,MSFT,93.05,93.06,92.44,92.82,92.82,66043391
2021-03-25,MSFT,92.36,93.36,91.49,92.29,92.29,50978132
2021-03-26,MSFT,94.21,94.55,93.83,94.33,94.33,44652433
2021-03-27,MSFT,94.18,96.1,93.55,94.89,94.89,57219034
2021-03-28,MSFT,92.79,93.41,92.12,92.48,92.48,40055714
2021-03-29,MSFT,92.39,93.17,91.44,92.94,92.94,57967019
2021-03-30,MSFT,92.52,93.57,92.5,92.97,92.97,26796844
2021-03-31,MSFT,94.41,95.56,93.38,94.42,94.42,18232961
2021-04-01,MSFT,95.09,96.7,94.02,94.95,94.95,77552177
2021-04-02,MSFT,94.72,95.33,92.4,94.37,94.37,48297417
2021-04-03,MSFT,93.68,93.98,93.43,93.87,93.87,48498830
2021-04-04,MSFT,91.72,93.51,89.62,91.5,91.5,57391804
2021-04-05,MSFT,92.4,93.71,91.74,92.42,92.42,47372532
2021-04-06,MSFT,89.14,90.06,87.87,89.47,89.47,45805652
2021-04-07,MSFT,89.96,91.43,89.23,90.83,90.83,53073456
2021-04-08,MSFT,90.97,91.77,89.81,90.38,90.38,47204925
2021-04-09,MSFT,90.01,90.85,90.0,90.09,90.09,49373517
2021-04-10,MSFT,90.56,91.29,89.69,90.53,90.53,39493766
2021-04-11,MSFT,91.55,92.64,90.99,92.1,92.1,30886831
2021-04-12,MSFT,92.05,92.97,90.81,92.27,92.27,43463208
2021-04-13,MSFT,90.82,91.44,90.65,90.78,90.78,61663705
2021-04-14,MSFT,90.75,92.23,90.24,91.75,91.75,54793609
2021-04-15,MSFT,88.04,88.51,86.8,86.93,86.93,61815677
2021-04-16,MSFT,91.4,92.27,90.89,91.0,91.0,48584742
2021-04-17,MSFT,89.77,90.76,88.55,90.14,90.14,49241285
2021-04-18,MSFT,87.18,87.22,86.97,87.1,87.1,44778684
2021-04-19,MSFT,93.09,94.25,92.25,92.46,92.46,43919938
2021-04-20,MSFT,89.98,90.98,89.37,90.59,90.59,59678260
2021-04-21,MSFT,93.02,93.81,91.95,92.39,92.39,56324542
2021-04-22,MSFT,91.16,92.98,90.95,91.51,91.51,56359677
2021-04-23,MSFT,89.46,90.52,89.35,90.01,90.01,39357799
2021-04-24,MSFT,89.23,91.0,88.63,89.99,89.99,56037905
2021-04-25,MSFT,88.83,90.2,88.5,89.28,89.28,56445184
2021-04-26,MSFT,90.71,91.99,90.47,90.94,90.94,41764650
2021-04-27,MSFT,90.59,91.34,89.85,90.0,90.0,37280809
2021-04-28,MSFT,90.86,91.2,89.16,90.38,90.38,62927452
2021-04-29,MSFT,93.53,94.08,92.06,93.38,93.38,54473939
2021-04-30,MSFT,92.24,92.67,91.05,92.45,92.45,48567410
2021-05-01,MSFT,93.44,95.93,92.39,94.48,94.48,45402353
2021-05-02,MSFT,95.5,96.68,94.56,95.5,95.5,35999292
2021-05-03,MSFT,96.53,96.7,95.82,96.62,96.62,67481370
2021-05-04,MSFT,98.27,99.95,97.89,98.63,98.63,54345026
2021-05-05,MSFT,99.73,100.52,98.15,99.11,99.11,53268554
2021-05-06,MSFT,96.26,97.38,96.21,96.35,96.35,55030903
2021-05-07,MSFT,95.25,95.86,94.95,95.74,95.74,43443122
2021-05-08,MSFT,94.84,96.36,94.56,95.29,95.29,64527555
2021-05-09,MSFT,98.16,99.19,96.11,98.2,98.2,35279629
2021-05-10,MSFT,96.16,96.27,95.13,95.5,95.5,27795789
2021-05-11,MSFT,93.63,93.9,93.08,93.22,93.22,55648423
2021-05-12,MSFT,96.16,96.33,95.97,96.27,96.27,73921096
2021-05-13,MSFT,92.54,92.64,91.7,92.22,92.22,43426274
2021-05-14,MSFT,92.46,95.34,91.39,92.13,92.13,41519344
2020-01-01,GOOGL,138.5,141.31,138.04,138.81,138.81,57328290
2020-01-02,GOOGL,135.99,136.65,134.28,135.28,135.28,48584703
2020-01-03,GOOGL,140.11,140.12,139.27,139.6,139.6,50766090
2020-01-04,GOOGL,136.72,140.99,136.5,138.17,138.17,53981472
2020-01-05,GOOGL,137.5,138.27,135.3,138.01,138.01,72770864
2020-01-06,GOOGL,133.91,135.2,132.18,134.6,134.6,50145089
2020-01-07,GOOGL,132.1,133.06,130.57,131.28,131.28,57157342
2020-01-08,GOOGL,139.07,140.02,135.33,137.56,137.56,53831681
2020-01-09,GOOGL,137.76,139.17,136.64,138.94,138.94,58280588
2020-01-10,GOOGL,140.44,141.94,138.86,141.91,141.91,48133210
2020-01-11,GOOGL,144.23,144.73,143.59,143.98,143.98,37834191
2020-01-12,GOOGL,141.25,141.28,140.56,140.75,140.75,45761099
2020-01-13,GOOGL,140.62,141.1,138.02,139.89,139.89,57436517
2020-01-14,GOOGL,139.34,141.58,139.29,139.32,139.32,52891836
2020-01-15,GOOGL,135.88,136.86,133.77,136.03,136.03,52008450
2020-01-16,GOOGL,136.34,137.75,135.85,136.31,136.31,64780718
2020-01-17,GOOGL,133.69,133.8,132.17,133.6,133.6,59562950
2020-01-18,GOOGL,139.8,140.52,139.68,139.81,139.81,42864153
2020-01-19,GOOGL,134.24,136.6,131.96,134.72,134.72,48848903
2020-01-20,GOOGL,134.38,135.89,132.76,133.79,133.79,50680722
2020-01-21,GOOGL,136.88,137.22,136.43,136.54,136.54,54002358
2020-01-22,GOOGL,136.39,137.15,134.92,137.09,137.09,50810825
2020-01-23,GOOGL,137.5,137.55,133.87,135.77,135.77,48658197
2020-01-24,GOOGL,138.33,139.15,135.01,137.18,137.18,58168370
2020-01-25,GOOGL,133.1,133.74,133.01,133.4,133.4,56891644
2020-01-26,GOOGL,131.39,131.59,131.2,131.57,131.57,50978271
2020-01-27,GOOGL,133.28,133.8,132.12,132.72,132.72,34177768
2020-01-28,GOOGL,133.17,134.14,131.93,132.85,132.85,43409607
2020-01-29,GOOGL,131.68,133.04,130.79,131.33,131.33,59079623
2020-01-30,GOOGL,131.57,131.93,130.59,131.65,131.65,53255778
2020-01-31,GOOGL,137.06,138.36,136.33,137.64,137.64,41307130
2020-02-01,GOOGL,137.71,141.73,137.36,137.61,137.61,38698212
2020-02-02,GOOGL,136.93,138.49,136.91,138.37,138.37,57946003
2020-02-03,GOOGL,140.7,141.27,139.63,141.06,141.06,38719374
2020-02-04,GOOGL,141.03,142.52,139.63,141.93,141.93,55496831
2020-02-05,GOOGL,146.09,149.77,145.91,147.05,147.05,50156977
2020-02-06,GOOGL,147.36,147.99,146.82,147.69,147.69,60404308
2020-02-07,GOOGL,141.65,142.22,140.35,141.92,141.92,67311696
2020-02-08,GOOGL,140.08,140.89,139.26,140.11,140.11,31534269
2020-02-09,GOOGL,139.63,140.1,137.74,138.91,138.91,59256722
2020-02-10,GOOGL,137.64,138.2,136.58,137.99,137.99,73817135
2020-02-11,GOOGL,141.09,141.8,138.84,140.28,140.28,50623313
2020-02-12,GOOGL,139.82,140.82,139.26,140.58,140.58,53603933
2020-02-13,GOOGL,142.2,142.92,141.26,141.99,141.99,38010486
2020-02-14,GOOGL,147.07,147.4,145.7,147.06,147.06,79356579
2020-02-15,GOOGL,143.6,144.5,142.73,143.91,143.91,59579320
2020-02-16,GOOGL,149.49,151.06,148.72,149.11,149.11,53078323
2020-02-17,GOOGL,154.19,157.14,153.91,155.28,155.28,58378305
2020-02-18,GOOGL,154.31,156.12,153.3,154.96,154.96,59720569
2020-02-19,GOOGL,154.45,157.33,153.19,154.92,154.92,54238894
2020-02-20,GOOGL,151.52,152.63,149.27,151.93,151.93,41823176
2020-02-21,GOOGL,148.17,149.58,145.76,148.48,148.48,70225902
2020-02-22,GOOGL,151.61,152.61,150.97,152.2,152.2,61910858
2020-02-23,GOOGL,150.53,151.35,147.71,149.71,149.71,57241365
2020-02-24,GOOGL,155.56,157.43,152.5,153.57,153.57,45901987
2020-02-25,GOOGL,154.83,157.95,153.63,155.98,155.98,50789640
2020-02-26,GOOGL,154.49,156.07,153.06,153.98,153.98,66187876
2020-02-27,GOOGL,154.31,157.38,153.38,155.26,155.26,59104184
2020-02-28,GOOGL,160.51,162.91,158.68,160.15,160.15,63227444
2020-02-29,GOOGL,159.67,160.88,158.49,159.6,159.6,52787998
2020-03-01,GOOGL,158.69,160.3,157.81,158.94,158.94,47426999
2020-03-02,GOOGL,162.27,163.76,161.04,162.38,162.38,40212591
2020-03-03,GOOGL,162.49,163.8,161.19,161.49,161.49,43433106
2020-03-04,GOOGL,159.44,161.01,159.13,160.65,160.65,55402879
2020-03-05,GOOGL,160.4,163.12,160.07,161.37,161.37,51983935
2020-03-06,GOOGL,160.92,161.69,160.16,161.34,161.34,32531043
2020-03-07,GOOGL,159.4,160.01,157.5,159.6,159.6,42282591
2020-03-08,GOOGL,157.61,159.28,157.06,158.01,158.01,57708022
2020-03-09,GOOGL,155.01,157.65,153.81,154.68,154.68,46705106
2020-03-10,GOOGL,159.64,163.38,156.45,159.86,159.86,50340295
2020-03-11,GOOGL,162.13,162.4,159.94,161.83,161.83,44604087
2020-03-12,GOOGL,163.38,166.21,160.43,164.72,164.72,47251546
2020-03-13,GOOGL,164.66,164.77,163.04,164.57,164.57,48097591
2020-03-14,GOOGL,160.73,161.22,158.86,159.64,159.64,65889403
2020-03-15,GOOGL,154.8,157.38,154.69,155.67,155.67,54316316
2020-03-16,GOOGL,160.01,163.61,157.02,157.98,157.98,44428694
2020-03-17,GOOGL,155.64,157.54,153.02,156.13,156.13,58422973
2020-03-18,GOOGL,157.25,159.63,154.12,156.2,156.2,28220322
2020-03-19,GOOGL,154.14,154.3,153.78,154.01,154.01,35889431
2020-03-20,GOOGL,156.67,157.82,153.52,156.49,156.49,53114908
2020-03-21,GOOGL,152.47,153.59,152.33,152.77,152.77,41484600
2020-03-22,GOOGL,151.62,154.55,151.31,152.79,152.79,61185499
2020-03-23,GOOGL,150.78,152.33,149.46,151.18,151.18,42905688
2020-03-24,GOOGL,152.84,156.15,151.96,153.13,153.13,38208917
2020-03-25,GOOGL,152.32,154.65,152.18,153.23,153.23,48224040
2020-03-26,GOOGL,155.99,156.02,154.04,155.24,155.24,32260303
2020-03-27,GOOGL,152.64,153.28,152.11,153.11,153.11,56879329
2020-03-28,GOOGL,151.19,153.03,150.68,151.23,151.23,49399624
2020-03-29,GOOGL,148.94,150.69,148.14,149.41,149.41,57556658
2020-03-30,GOOGL,147.75,151.38,147.27,148.75,148.75,35930565
2020-03-31,GOOGL,147.52,150.03,145.8,147.44,147.44,59760407
2020-04-01,GOOGL,151.09,151.98,149.52,151.56,151.56,47965388
2020-04-02,GOOGL,151.95,153.61,150.32,151.45,151.45,30326749
2020-04-03,GOOGL,151.61,151.99,150.89,151.39,151.39,51247520
2020-04-04,GOOGL,156.27,156.86,155.2,155.98,155.98,48301476
2020-04-05,GOOGL,160.93,161.11,160.16,161.08,161.08,60989833
2020-04-06,GOOGL,167.77,167.91,167.33,167.4,167.4,26156932
2020-04-07,GOOGL,170.0,170.73,168.68,169.89,169.89,46155431
2020-04-08,GOOGL,169.36,170.0,164.99,168.49,168.49,54308624
2020-04-09,GOOGL,164.09,165.27,160.49,164.2,164.2,65994709
2020-04-10,GOOGL,166.95,167.22,164.2,166.5,166.5,45163828
2020-04-11,GOOGL,168.42,173.59,168.04,169.31,169.31,48582424
2020-04-12,GOOGL,170.39,171.47,169.33,169.77,169.77,61955313
2020-04-13,GOOGL,165.02,166.06,162.57,164.61,164.61,34971293
2020-04-14,GOOGL,161.62,163.38,160.62,162.15,162.15,41436514
2020-04-15,GOOGL,161.07,161.09,159.88,160.17,160.17,48899945
2020-04-16,GOOGL,163.69,166.47,163.35,164.31,164.31,48395806
2020-04-17,GOOGL,171.62,173.14,169.5,172.53,172.53,59524619
2020-04-18,GOOGL,179.85,182.05,178.0,178.36,178.36,46347590
2020-04-19,GOOGL,174.15,174.97,171.55,172.39,172.39,63280568
2020-04-20,GOOGL,169.38,169.68,167.96,169.04,169.04,49364264
2020-04-21,GOOGL,164.2,165.92,164.09,164.14,164.14,57751151
2020-04-22,GOOGL,160.68,161.71,159.48,160.7,160.7,50314915
2020-04-23,GOOGL,163.81,164.94,162.48,162.92,162.92,40017877
2020-04-24,GOOGL,162.48,163.47,161.87,162.91,162.91,40200744
2020-04-25,GOOGL,156.01,156.84,153.91,156.53,156.53,50156822
2020-04-26,GOOGL,163.32,166.0,161.85,162.48,162.48,61675098
2020-04-27,GOOGL,159.62,164.52,157.72,160.13,160.13,65403239
2020-04-28,GOOGL,158.16,159.55,157.55,158.36,158.36,61249325
2020-04-29,GOOGL,153.15,153.58,152.67,152.84,152.84,54589940
2020-04-30,GOOGL,152.19,152.59,150.71,152.26,152.26,54187599
2020-05-01,GOOGL,151.96,153.52,150.6,152.94,152.94,50376965
2020-05-02,GOOGL,156.32,157.95,154.81,154.95,154.95,44890108
2020-05-03,GOOGL,146.92,147.52,146.34,147.04,147.04,48460947
2020-05-04,GOOGL,144.8,147.47,144.11,146.1,146.1,67159076
2020-05-05,GOOGL,146.05,147.44,144.63,145.81,145.81,53668140
2020-05-06,GOOGL,144.27,144.49,143.22,143.65,143.65,42174014
2020-05-07,GOOGL,147.2,148.69,145.19,145.68,145.68,52316074
2020-05-08,GOOGL,147.56,152.17,145.56,147.98,147.98,57605061
2020-05-09,GOOGL,142.38,145.06,140.32,142.82,142.82,59386400
2020-05-10,GOOGL,142.37,142.56,140.71,142.31,142.31,41241575
2020-05-11,GOOGL,140.73,140.79,138.09,140.02,140.02,43284877
2020-05-12,GOOGL,139.22,139.88,137.16,139.87,139.87,45123665
2020-05-13,GOOGL,136.32,137.3,133.5,135.85,135.85,63338857
2020-05-14,GOOGL,142.67,143.58,138.61,142.64,142.64,36810315
2020-05-15,GOOGL,142.82,144.74,142.18,142.69,142.69,45013661
2020-05-16,GOOGL,139.74,141.39,139.67,139.98,139.98,44358038
2020-05-17,GOOGL,136.65,137.33,134.07,135.8,135.8,48317408
2020-05-18,GOOGL,134.79,136.43,133.38,135.98,135.98,67110288
2020-05-19,GOOGL,137.13,138.43,136.99,137.41,137.41,56127907
2020-05-20,GOOGL,137.19,137.42,136.36,137.34,137.34,46567940
2020-05-21,GOOGL,132.25,132.64,130.59,131.61,131.61,68987349
2020-05-22,GOOGL,131.15,132.97,130.63,131.84,131.84,53945799
2020-05-23,GOOGL,131.01,131.35,129.99,130.71,130.71,30950555
2020-05-24,GOOGL,130.7,131.7,128.8,129.58,129.58,45520386
2020-05-25,GOOGL,125.04,126.72,124.87,126.43,126.43,49474949
2020-05-26,GOOGL,126.09,127.38,125.82,126.06,126.06,44259174
2020-05-27,GOOGL,125.72,127.49,124.57,125.36,125.36,50989337
2020-05-28,GOOGL,125.58,126.23,123.74,126.2,126.2,32309496
2020-05-29,GOOGL,126.89,127.39,126.86,127.13,127.13,40235999
2020-05-30,GOOGL,126.23,128.78,124.52,127.01,127.01,48042147
2020-05-31,GOOGL,124.72,125.14,123.72,124.37,124.37,58532015
2020-06-01,GOOGL,124.76,125.99,122.69,124.44,124.44,51072079
2020-06-02,GOOGL,124.03,124.13,123.39,123.65,123.65,33766174
2020-06-03,GOOGL,128.21,129.21,127.14,128.32,128.32,53080099
2020-06-04,GOOGL,125.26,125.7,124.94,124.97,124.97,56979740
2020-06-05,GOOGL,121.48,122.45,118.93,121.89,121.89,48619176
2020-06-06,GOOGL,123.27,125.73,121.11,123.33,123.33,50946210
2020-06-07,GOOGL,117.83,119.68,117.66,119.32,119.32,47151630
2020-06-08,GOOGL,120.92,121.23,118.46,119.07,119.07,43506351
2020-06-09,GOOGL,119.63,120.27,117.46,119.77,119.77,61771849
2020-06-10,GOOGL,118.72,120.53,115.51,120.1,120.1,47693383
2020-06-11,GOOGL,123.64,123.91,121.72,122.75,122.75,25646876
2020-06-12,GOOGL,123.92,124.65,122.38,124.43,124.43,47347624
2020-06-13,GOOGL,124.68,126.07,123.02,124.51,124.51,44031052
2020-06-14,GOOGL,120.28,120.39,120.09,120.34,120.34,63621324
2020-06-15,GOOGL,119.7,121.1,118.72,119.78,119.78,51843090
2020-06-16,GOOGL,117.64,120.49,116.19,118.77,118.77,44087219
2020-06-17,GOOGL,118.91,121.41,116.38,119.62,119.62,57209969
2020-06-18,GOOGL,120.05,121.24,117.23,118.32,118.32,44346070
2020-06-19,GOOGL,118.61,119.62,117.45,118.89,118.89,36184082
2020-06-20,GOOGL,113.34,115.21,113.0,114.62,114.62,43685629
2020-06-21,GOOGL,118.19,118.58,115.36,117.47,117.47,44332948
2020-06-22,GOOGL,115.68,116.87,114.92,116.06,116.06,46134583
2020-06-23,GOOGL,114.7,115.11,113.54,114.58,114.58,62710653
2020-06-24,GOOGL,111.43,112.76,110.52,112.34,112.34,53212914
2020-06-25,GOOGL,107.68,108.4,105.33,106.94,106.94,35212228
2020-06-26,GOOGL,110.1,111.43,107.61,110.51,110.51,46492217
2020-06-27,GOOGL,110.4,111.95,108.34,110.01,110.01,54509626
2020-06-28,GOOGL,111.34,113.44,111.3,112.22,112.22,60918053
2020-06-29,GOOGL,110.65,112.24,109.48,112.07,112.07,41062539
2020-06-30,GOOGL,111.1,114.42,109.24,111.2,111.2,40986243
2020-07-01,GOOGL,112.27,113.73,111.82,112.32,112.32,47650757
2020-07-02,GOOGL,110.75,112.83,109.6,110.31,110.31,39009552
2020-07-03,GOOGL,113.17,113.9,112.98,113.08,113.08,32476229
2020-07-04,GOOGL,111.5,111.69,109.82,111.13,111.13,54032745
2020-07-05,GOOGL,108.55,109.09,106.04,108.98,108.98,66734418
2020-07-06,GOOGL,110.62,112.37,108.58,109.94,109.94,72314989
2020-07-07,GOOGL,107.45,107.45,105.39,107.04,107.04,54928839
2020-07-08,GOOGL,108.5,110.09,106.69,108.82,108.82,35052438
2020-07-09,GOOGL,109.14,109.92,108.24,109.12,109.12,55308943
2020-07-10,GOOGL,110.93,111.66,110.43,110.99,110.99,70538186
2020-07-11,GOOGL,110.34,110.38,107.69,109.19,109.19,63680793
2020-07-12,GOOGL,109.93,111.28,109.1,109.47,109.47,44077591
2020-07-13,GOOGL,111.6,112.37,109.2,111.6,111.6,54469817
2020-07-14,GOOGL,111.09,111.78,109.91,110.18,110.18,54863099
2020-07-15,GOOGL,108.85,111.02,107.55,107.98,107.98,65904035
2020-07-16,GOOGL,106.32,106.79,105.86,106.75,106.75,46060133
